Date,Open,High,Low,Close,Volume,Market Cap
"Dec 01, 2016",8.60,8.65,8.36,8.45,"5,882,340","743,882,000"
"Nov 30, 2016",8.16,8.75,8.16,8.59,"10,626,600","705,040,000"
"Nov 29, 2016",8.73,8.74,7.88,8.17,"17,000,400","754,307,000"
"Nov 28, 2016",9.00,9.01,8.72,8.72,"6,046,890","777,311,000"
"Nov 27, 2016",9.31,9.33,8.78,9.00,"8,707,660","804,085,000"
"Nov 26, 2016",9.42,9.50,9.31,9.33,"3,505,990","812,795,000"
"Nov 25, 2016",9.23,9.75,9.21,9.40,"7,669,720","796,268,000"
"Nov 24, 2016",9.85,9.85,8.93,9.23,"15,987,800","849,229,000"
"Nov 23, 2016",9.92,9.96,9.76,9.84,"4,812,310","855,265,000"
"Nov 22, 2016",9.63,10.24,9.59,9.91,"11,284,400","829,616,000"
"Nov 21, 2016",9.58,9.64,9.54,9.62,"3,663,210","825,381,000"
"Nov 20, 2016",9.66,9.71,9.52,9.58,"5,173,420","832,050,000"
"Nov 19, 2016",9.48,9.75,9.48,9.66,"5,186,540","816,380,000"
"Nov 18, 2016",9.99,10.01,9.48,9.48,"10,816,100","859,571,000"
"Nov 17, 2016",10.06,10.19,9.92,9.99,"6,984,700","865,393,000"
"Nov 16, 2016",10.22,10.33,9.93,10.06,"9,533,550","878,610,000"
"Nov 15, 2016",9.97,10.32,9.85,10.22,"6,557,550","857,223,000"
"Nov 14, 2016",10.10,10.16,9.96,9.97,"3,573,250","867,755,000"
"Nov 13, 2016",9.89,10.41,9.84,10.10,"8,227,770","849,342,000"
"Nov 12, 2016",10.29,10.34,9.70,9.88,"10,052,500","883,780,000"
"Nov 11, 2016",10.51,10.57,10.26,10.29,"6,056,300","902,479,000"
"Nov 10, 2016",10.67,10.68,10.51,10.52,"4,253,980","915,940,000"
"Nov 09, 2016",10.82,10.83,10.22,10.66,"14,606,600","928,063,000"
"Nov 08, 2016",10.85,10.92,10.74,10.83,"6,258,150","930,345,000"
"Nov 07, 2016",10.90,10.96,10.78,10.81,"5,992,480","934,536,000"
"Nov 06, 2016",10.99,11.25,10.85,10.87,"5,688,710","941,729,000"
"Nov 05, 2016",11.09,11.24,10.88,11.00,"5,502,670","950,213,000"
"Nov 04, 2016",10.82,11.12,10.82,11.09,"9,958,040","926,129,000"
"Nov 03, 2016",10.80,11.11,10.76,10.80,"15,228,600","924,097,000"
"Nov 02, 2016",10.77,11.16,10.69,10.75,"11,691,700","921,691,000"
"Nov 01, 2016",10.96,11.18,10.30,10.77,"22,901,300","937,123,000"
"Oct 31, 2016",11.23,11.50,10.94,11.00,"13,393,900","960,008,000"
"Oct 30, 2016",10.43,11.45,10.29,11.18,"16,694,900","891,164,000"
"Oct 29, 2016",11.10,11.20,9.56,10.44,"27,070,400","948,271,000"
"Oct 28, 2016",11.47,11.58,10.95,11.09,"13,971,500","979,916,000"
"Oct 27, 2016",11.53,11.61,11.26,11.50,"13,255,400","984,361,000"
"Oct 26, 2016",11.38,11.66,11.38,11.53,"10,221,800","971,440,000"
"Oct 25, 2016",11.97,11.99,11.15,11.41,"19,316,000","1,020,850,000"
